===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,pe,SmaCross,len,datetime,MovingAverageSimple,len,sma,CrossOver,len,crossover,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
188,,188,2020-10-15 00:00:00,98.37774882,100.23393276,98.27462749,99.20271946,66146732.0,,637856656.35,SmaCross,188,737713.0,MovingAverageSimple,188,98.37774882,CrossOver,188,0.0,Broker,188,9882.120526416002,9882.120526416002,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,,189,2020-10-16 00:00:00,99.09959813,100.74953941,98.9964768,100.23393276,74850236.0,,726361115.91,SmaCross,189,737714.0,MovingAverageSimple,189,98.99647680000001,CrossOver,189,0.0,Broker,189,9882.120526416002,9882.120526416002,BuySell,189,,,Trades - Net Profit/Loss,189,,
190,,190,2020-10-19 00:00:00,100.33705409,102.39948069,99.40896212,99.51208345,84532385.0,,826077895.19,SmaCross,190,737717.0,MovingAverageSimple,190,99.120222396,CrossOver,190,0.0,Broker,190,9882.120526416002,9882.120526416002,BuySell,190,,,Trades - Net Profit/Loss,190,,
191,,191,2020-10-20 00:00:00,99.30584079,99.51208345,98.06838483,98.79023414,46687029.0,,446894604.24,SmaCross,191,737718.0,MovingAverageSimple,191,99.20271946,CrossOver,191,-1.0,Broker,191,9882.120526416002,9882.120526416002,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,,192,2020-10-21 00:00:00,98.79023414,100.0276901,98.06838483,100.0276901,61622129.0,,592503578.52,SmaCross,192,737719.0,MovingAverageSimple,192,99.553331982,CrossOver,192,1.0,Broker,192,9882.120526416002,9882.120526416002,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,,193,2020-10-22 00:00:00,99.71832611,100.64641808,98.89335547,99.51208345,47288884.0,,456765638.54,SmaCross,193,737720.0,MovingAverageSimple,193,99.61520478,CrossOver,193,-1.0,Broker,193,9882.120526416002,9882.120526416002,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,,194,2020-10-23 00:00:00,99.30584079,100.95578207,99.20271946,100.0276901,70954476.0,,689493436.85,SmaCross,194,737721.0,MovingAverageSimple,194,99.573956248,CrossOver,194,1.0,Broker,194,9882.120526416002,9882.120526416002,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,,195,2020-10-26 00:00:00,100.23393276,100.54329675,98.89335547,98.9964768,52711443.0,,508770627.54,SmaCross,195,737724.0,MovingAverageSimple,195,99.47083491800001,CrossOver,195,-1.0,Broker,195,9882.120526416002,9882.120526416002,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,,196,2020-10-27 00:00:00,98.89335547,98.89335547,97.75902084,97.75902084,38062780.0,,362632658.54,SmaCross,196,737725.0,MovingAverageSimple,196,99.26459225800001,CrossOver,196,0.0,Broker,196,9882.120526416002,9882.120526416002,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,,197,2020-10-28 00:00:00,97.75902084,98.17150616,96.72780754,96.9340502,45881367.0,,432093181.11,SmaCross,197,737726.0,MovingAverageSimple,197,98.645864278,CrossOver,197,0.0,Broker,197,9882.120526416002,9882.120526416002,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,,198,2020-10-29 00:00:00,96.41844355,97.44965685,96.31532222,96.62468621,43707348.0,,409990836.38,SmaCross,198,737727.0,MovingAverageSimple,198,98.06838483,CrossOver,198,0.0,Broker,198,9882.120526416002,9882.120526416002,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,,199,2020-10-30 00:00:00,96.72780754,97.44965685,95.38723025,95.49035158,56060864.0,,523487861.49,SmaCross,199,737728.0,MovingAverageSimple,199,97.160917126,CrossOver,199,0.0,Broker,199,9882.120526416002,9882.120526416002,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,,200,2020-11-02 00:00:00,95.69659424,96.21220089,95.07786626,95.38723025,46542251.0,,431202859.48,SmaCross,200,737731.0,MovingAverageSimple,200,96.439067816,CrossOver,200,0.0,Broker,200,9882.120526416002,9882.120526416002,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,,201,2020-11-03 00:00:00,96.00595823,96.9340502,95.69659424,95.9028369,67876111.0,,632973896.61,SmaCross,201,737732.0,MovingAverageSimple,201,96.067831028,CrossOver,201,0.0,Broker,201,9882.120526416002,9882.120526416002,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,,202,2020-11-04 00:00:00,96.41844355,96.9340502,95.69659424,96.31532222,50256088.0,,469008802.5,SmaCross,202,737733.0,MovingAverageSimple,202,95.944085432,CrossOver,202,1.0,Broker,202,9882.120526416002,9882.120526416002,BuySell,202,,,Trades - Net Profit/Loss,202,,
203,,203,2020-11-05 00:00:00,97.55277818,97.55277818,96.21220089,96.52156488,55873229.0,,523812724.48,SmaCross,203,737734.0,MovingAverageSimple,203,95.923461166,CrossOver,203,0.0,Broker,203,117.08743059800119,9769.243918598002,BuySell,203,94.76901787665001,,Trades - Net Profit/Loss,203,,
204,,204,2020-11-06 00:00:00,96.62468621,97.24341419,96.21220089,96.83092887,63919592.0,,600129368.89,SmaCross,204,737735.0,MovingAverageSimple,204,96.191576624,CrossOver,204,0.0,Broker,204,117.08743059800119,9800.180317598,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,,205,2020-11-09 00:00:00,97.14029286,97.75902084,96.83092887,97.24341419,88937655.0,,839142819.56,SmaCross,205,737738.0,MovingAverageSimple,205,96.562813412,CrossOver,205,0.0,Broker,205,117.08743059800119,9841.428849598002,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,,206,2020-11-10 00:00:00,97.65589951,98.89335547,97.34653552,97.55277818,84217864.0,,800256172.05,SmaCross,206,737739.0,MovingAverageSimple,206,96.89280166799999,CrossOver,206,0.0,Broker,206,117.08743059800119,9872.365248598002,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,,207,2020-11-11 00:00:00,97.86214217,98.79023414,97.34653552,98.58399148,64171805.0,,610306555.33,SmaCross,207,737740.0,MovingAverageSimple,207,97.34653552,CrossOver,207,0.0,Broker,207,117.08743059800119,9975.486578597998,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,,208,2020-11-12 00:00:00,98.17150616,98.27462749,97.24341419,97.24341419,51891050.0,,491018805.08,SmaCross,208,737741.0,MovingAverageSimple,208,97.490905382,CrossOver,208,-1.0,Broker,208,117.08743059800119,9841.428849598002,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,,209,2020-11-13 00:00:00,97.03717153,97.03717153,96.21220089,96.52156488,44910112.0,,420337400.47,SmaCross,209,737742.0,MovingAverageSimple,209,97.429032584,CrossOver,209,0.0,Broker,209,9806.105866445001,9806.105866445001,BuySell,209,,98.49272910294998,Trades - Net Profit/Loss,209,,-76.01465997100065
210,,210,2020-11-16 00:00:00,96.72780754,97.55277818,96.62468621,97.44965685,31878052.0,,300508257.43,SmaCross,210,737745.0,MovingAverageSimple,210,97.470281116,CrossOver,210,0.0,Broker,210,9806.105866445001,9806.105866445001,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,,211,2020-11-17 00:00:00,97.55277818,98.27462749,97.34653552,98.27462749,47293970.0,,448873504.24,SmaCross,211,737746.0,MovingAverageSimple,211,97.614650978,CrossOver,211,1.0,Broker,211,9806.105866445001,9806.105866445001,BuySell,211,,,Trades - Net Profit/Loss,211,,
212,,212,2020-11-18 00:00:00,98.27462749,100.74953941,97.9652635,100.0276901,109417513.0,,1059930872.62,SmaCross,212,737747.0,MovingAverageSimple,212,97.903390702,CrossOver,212,0.0,Broker,212,9806.105866445001,9806.105866445001,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,,213,2020-11-19 00:00:00,100.0276901,100.85266074,99.40896212,100.44017542,63840056.0,,620569637.98,SmaCross,213,737748.0,MovingAverageSimple,213,98.542742948,CrossOver,213,0.0,Broker,213,9806.105866445001,9806.105866445001,BuySell,213,,,Trades - Net Profit/Loss,213,,
214,,214,2020-11-20 00:00:00,99.82144744,100.23393276,99.09959813,99.71832611,46631360.0,,450166503.49,SmaCross,214,737749.0,MovingAverageSimple,214,99.182095194,CrossOver,214,0.0,Broker,214,9806.105866445001,9806.105866445001,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,,215,2020-11-23 00:00:00,99.61520478,102.29635936,99.30584079,102.0901167,92618240.0,,909448904.48,SmaCross,215,737752.0,MovingAverageSimple,215,100.110187164,CrossOver,215,0.0,Broker,215,9806.105866445001,9806.105866445001,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,,216,2020-11-24 00:00:00,102.29635936,102.81196601,101.26514606,101.57451005,61221709.0,,605831670.52,SmaCross,216,737753.0,MovingAverageSimple,216,100.77016367600001,CrossOver,216,0.0,Broker,216,9806.105866445001,9806.105866445001,BuySell,216,,,Trades - Net Profit/Loss,216,,
217,,217,2020-11-25 00:00:00,102.0901167,103.01820867,101.16202473,101.16202473,61216111.0,,606063472.42,SmaCross,217,737754.0,MovingAverageSimple,217,100.997030602,CrossOver,217,0.0,Broker,217,9806.105866445001,9806.105866445001,BuySell,217,,,Trades - Net Profit/Loss,217,,
218,,218,2020-11-26 00:00:00,101.47138872,103.01820867,100.64641808,102.91508734,71595543.0,,709188720.75,SmaCross,218,737755.0,MovingAverageSimple,218,101.49201298599999,CrossOver,218,0.0,Broker,218,9806.105866445001,9806.105866445001,BuySell,218,,,Trades - Net Profit/Loss,218,,
219,,219,2020-11-27 00:00:00,103.22445133,105.1837566,102.70884468,105.1837566,113388037.0,,1141650216.7,SmaCross,219,737756.0,MovingAverageSimple,219,102.58509908399999,CrossOver,219,0.0,Broker,219,9806.105866445001,9806.105866445001,BuySell,219,,,Trades - Net Profit/Loss,219,,
220,,220,2020-11-30 00:00:00,106.2149699,108.58676049,103.74005798,103.74005798,203498922.0,,2102112685.69,SmaCross,220,737759.0,MovingAverageSimple,220,102.91508733999999,CrossOver,220,0.0,Broker,220,9806.105866445001,9806.105866445001,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,,221,2020-12-01 00:00:00,103.94630064,106.73057655,103.22445133,106.2149699,107812159.0,,1099269635.93,SmaCross,221,737760.0,MovingAverageSimple,221,103.84317931000001,CrossOver,221,0.0,Broker,221,9806.105866445001,9806.105866445001,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,,222,2020-12-02 00:00:00,105.80248458,107.14306187,105.08063527,105.69936325,78702779.0,,808812295.61,SmaCross,222,737761.0,MovingAverageSimple,222,104.750647014,CrossOver,222,0.0,Broker,222,9806.105866445001,9806.105866445001,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,,223,2020-12-03 00:00:00,105.49312059,106.00872724,104.77127128,105.59624192,57195735.0,,584153273.38,SmaCross,223,737762.0,MovingAverageSimple,223,105.28687792999999,CrossOver,223,0.0,Broker,223,9806.105866445001,9806.105866445001,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,,224,2020-12-04 00:00:00,105.59624192,105.69936325,103.63693665,104.87439261,47336450.0,,479183314.97,SmaCross,224,737763.0,MovingAverageSimple,224,105.225005132,CrossOver,224,-1.0,Broker,224,9806.105866445001,9806.105866445001,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,,225,2020-12-07 00:00:00,104.25566463,104.87439261,102.0901167,103.01820867,57810545.0,,577584100.54,SmaCross,225,737766.0,MovingAverageSimple,225,105.08063526999999,CrossOver,225,0.0,Broker,225,9806.105866445001,9806.105866445001,BuySell,225,,,Trades - Net Profit/Loss,225,,
226,,226,2020-12-08 00:00:00,102.81196601,103.74005798,102.39948069,102.91508734,31522398.0,,315079837.72,SmaCross,226,737767.0,MovingAverageSimple,226,104.42065875799999,CrossOver,226,0.0,Broker,226,9806.105866445001,9806.105866445001,BuySell,226,,,Trades - Net Profit/Loss,226,,
227,,227,2020-12-09 00:00:00,102.91508734,104.04942197,102.19323803,102.19323803,44090061.0,,440752941.18,SmaCross,227,737768.0,MovingAverageSimple,227,103.719433714,CrossOver,227,0.0,Broker,227,9806.105866445001,9806.105866445001,BuySell,227,,,Trades - Net Profit/Loss,227,,
228,,228,2020-12-10 00:00:00,102.19323803,102.70884468,100.64641808,101.26514606,39400878.0,,388252087.64,SmaCross,228,737769.0,MovingAverageSimple,228,102.853214542,CrossOver,228,0.0,Broker,228,9806.105866445001,9806.105866445001,BuySell,228,,,Trades - Net Profit/Loss,228,,
229,,229,2020-12-11 00:00:00,101.47138872,101.88387404,99.92456877,100.0276901,48386569.0,,471620087.11,SmaCross,229,737770.0,MovingAverageSimple,229,101.88387404,CrossOver,229,0.0,Broker,229,9806.105866445001,9806.105866445001,BuySell,229,,,Trades - Net Profit/Loss,229,,
230,,230,2020-12-14 00:00:00,100.54329675,101.0589034,99.82144744,100.54329675,38743836.0,,376928042.47,SmaCross,230,737773.0,MovingAverageSimple,230,101.388891656,CrossOver,230,0.0,Broker,230,9806.105866445001,9806.105866445001,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,,231,2020-12-15 00:00:00,100.33705409,100.44017542,98.9964768,100.13081143,39323070.0,,379468277.5,SmaCross,231,737774.0,MovingAverageSimple,231,100.832036474,CrossOver,231,0.0,Broker,231,9806.105866445001,9806.105866445001,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,,232,2020-12-16 00:00:00,100.23393276,100.85266074,99.40896212,99.51208345,47998904.0,,465187094.36,SmaCross,232,737775.0,MovingAverageSimple,232,100.29580555800001,CrossOver,232,0.0,Broker,232,9806.105866445001,9806.105866445001,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,,233,2020-12-17 00:00:00,99.40896212,100.95578207,98.89335547,100.74953941,42901555.0,,415257095.45,SmaCross,233,737776.0,MovingAverageSimple,233,100.19268422799999,CrossOver,233,1.0,Broker,233,9806.105866445001,9806.105866445001,BuySell,233,,,Trades - Net Profit/Loss,233,,
234,,234,2020-12-18 00:00:00,100.44017542,100.95578207,99.92456877,100.64641808,31884462.0,,310411756.26,SmaCross,234,737777.0,MovingAverageSimple,234,100.316429824,CrossOver,234,0.0,Broker,234,9806.105866445001,9806.105866445001,BuySell,234,,,Trades - Net Profit/Loss,234,,
235,,235,2020-12-21 00:00:00,100.0276901,100.74953941,99.51208345,100.54329675,31965504.0,,310813655.36,SmaCross,235,737780.0,MovingAverageSimple,235,100.316429824,CrossOver,235,0.0,Broker,235,9806.105866445001,9806.105866445001,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,,236,2020-12-22 00:00:00,100.54329675,100.54329675,98.48087015,99.09959813,50418001.0,,485974239.53,SmaCross,236,737781.0,MovingAverageSimple,236,100.110187164,CrossOver,236,-1.0,Broker,236,9806.105866445001,9806.105866445001,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,,237,2020-12-23 00:00:00,98.9964768,99.40896212,97.75902084,98.48087015,38656338.0,,368816679.09,SmaCross,237,737782.0,MovingAverageSimple,237,99.90394450400001,CrossOver,237,0.0,Broker,237,9806.105866445001,9806.105866445001,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,,238,2020-12-24 00:00:00,98.48087015,99.61520478,98.06838483,98.48087015,24871912.0,,238279375.61,SmaCross,238,737783.0,MovingAverageSimple,238,99.450210652,CrossOver,238,0.0,Broker,238,9806.105866445001,9806.105866445001,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,,239,2020-12-25 00:00:00,98.58399148,99.09959813,98.06838483,98.79023414,22420976.0,,214427367.09,SmaCross,239,737784.0,MovingAverageSimple,239,99.078973864,CrossOver,239,0.0,Broker,239,9806.105866445001,9806.105866445001,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,,240,2020-12-28 00:00:00,98.48087015,99.30584079,97.9652635,98.68711281,33765935.0,,322826382.27,SmaCross,240,737787.0,MovingAverageSimple,240,98.707737076,CrossOver,240,0.0,Broker,240,9806.105866445001,9806.105866445001,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,,241,2020-12-29 00:00:00,98.89335547,99.20271946,98.17150616,98.27462749,44150648.0,,421945425.96,SmaCross,241,737788.0,MovingAverageSimple,241,98.542742948,CrossOver,241,0.0,Broker,241,9806.105866445001,9806.105866445001,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,,242,2020-12-30 00:00:00,98.17150616,98.37774882,97.34653552,97.9652635,54885564.0,,519975315.19,SmaCross,242,737789.0,MovingAverageSimple,242,98.439621618,CrossOver,242,0.0,Broker,242,9806.105866445001,9806.105866445001,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,,243,2020-12-31 00:00:00,98.06838483,99.92456877,97.86214217,99.82144744,65992362.0,,635666178.47,SmaCross,243,737790.0,MovingAverageSimple,243,98.707737076,CrossOver,243,1.0,Broker,243,9806.105866445001,9806.105866445001,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,,244,2021-01-04 00:00:00,99.40896212,100.33705409,98.48087015,99.92456877,62906939.0,,606364958.94,SmaCross,244,737794.0,MovingAverageSimple,244,98.934604002,CrossOver,244,0.0,Broker,244,9806.105866445001,9806.105866445001,BuySell,244,,,Trades - Net Profit/Loss,244,,
245,,245,2021-01-05 00:00:00,99.82144744,99.82144744,98.17150616,99.82144744,53859177.0,,517135736.59,SmaCross,245,737795.0,MovingAverageSimple,245,99.161470928,CrossOver,245,0.0,Broker,245,9806.105866445001,9806.105866445001,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,,246,2021-01-06 00:00:00,99.20271946,101.36826739,99.20271946,101.26514606,61881321.0,,604071109.89,SmaCross,246,737796.0,MovingAverageSimple,246,99.759574642,CrossOver,246,0.0,Broker,246,9806.105866445001,9806.105866445001,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,,247,2021-01-07 00:00:00,101.36826739,102.39948069,99.61520478,101.16202473,57090442.0,,557051919.56,SmaCross,247,737797.0,MovingAverageSimple,247,100.398926888,CrossOver,247,0.0,Broker,247,9806.105866445001,9806.105866445001,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,,248,2021-01-08 00:00:00,101.36826739,102.0901167,100.33705409,101.36826739,55801455.0,,547035204.66,SmaCross,248,737798.0,MovingAverageSimple,248,100.708290878,CrossOver,248,0.0,Broker,248,9806.105866445001,9806.105866445001,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,,249,2021-01-11 00:00:00,101.36826739,102.50260202,99.82144744,99.92456877,75984056.0,,745359164.72,SmaCross,249,737801.0,MovingAverageSimple,249,100.708290878,CrossOver,249,-1.0,Broker,249,9806.105866445001,9806.105866445001,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,,250,2021-01-12 00:00:00,100.0276901,100.95578207,98.79023414,100.85266074,56732878.0,,548277788.16,SmaCross,250,737802.0,MovingAverageSimple,250,100.914533538,CrossOver,250,0.0,Broker,250,9806.105866445001,9806.105866445001,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,,251,2021-01-13 00:00:00,100.54329675,101.88387404,100.23393276,101.47138872,57145173.0,,560579197.66,SmaCross,251,737803.0,MovingAverageSimple,251,100.95578207,CrossOver,251,1.0,Broker,251,9806.105866445001,9806.105866445001,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,,252,2021-01-14 00:00:00,101.36826739,102.70884468,100.64641808,101.78075271,55338565.0,,545908486.88,SmaCross,252,737804.0,MovingAverageSimple,252,101.079527666,CrossOver,252,0.0,Broker,252,9806.105866445001,9806.105866445001,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,,253,2021-01-15 00:00:00,102.91508734,105.49312059,102.29635936,102.29635936,143067603.0,,1440725952.48,SmaCross,253,737805.0,MovingAverageSimple,253,101.26514605999999,CrossOver,253,0.0,Broker,253,9806.105866445001,9806.105866445001,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,,254,2021-01-18 00:00:00,102.29635936,104.35878596,101.78075271,103.94630064,96389498.0,,962800689.28,SmaCross,254,737808.0,MovingAverageSimple,254,102.069492434,CrossOver,254,0.0,Broker,254,9806.105866445001,9806.105866445001,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,,255,2021-01-19 00:00:00,103.84317931,105.38999926,102.91508734,104.77127128,82816180.0,,837479675.06,SmaCross,255,737809.0,MovingAverageSimple,255,102.853214542,CrossOver,255,0.0,Broker,255,9806.105866445001,9806.105866445001,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,,256,2021-01-20 00:00:00,104.46190729,104.97751394,102.70884468,102.91508734,66608913.0,,669394442.04,SmaCross,256,737810.0,MovingAverageSimple,256,103.141954266,CrossOver,256,-1.0,Broker,256,9806.105866445001,9806.105866445001,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,,257,2021-01-21 00:00:00,103.01820867,103.84317931,102.39948069,102.81196601,53622907.0,,536180004.03,SmaCross,257,737811.0,MovingAverageSimple,257,103.34819692599999,CrossOver,257,0.0,Broker,257,9806.105866445001,9806.105866445001,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,,258,2021-01-22 00:00:00,102.70884468,102.81196601,100.64641808,100.95578207,61879785.0,,607707949.2,SmaCross,258,737812.0,MovingAverageSimple,258,103.080081468,CrossOver,258,0.0,Broker,258,9806.105866445001,9806.105866445001,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,,259,2021-01-25 00:00:00,100.74953941,100.85266074,99.71832611,100.23393276,51705648.0,,501372367.7,SmaCross,259,737815.0,MovingAverageSimple,259,102.33760789200001,CrossOver,259,0.0,Broker,259,9806.105866445001,9806.105866445001,BuySell,259,,,Trades - Net Profit/Loss,259,,
260,,260,2021-01-26 00:00:00,99.92456877,100.85266074,99.61520478,99.82144744,39877611.0,,386930899.32,SmaCross,260,737816.0,MovingAverageSimple,260,101.347643124,CrossOver,260,0.0,Broker,260,9806.105866445001,9806.105866445001,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,,261,2021-01-27 00:00:00,99.71832611,101.88387404,99.61520478,100.33705409,55174457.0,,539658291.66,SmaCross,261,737817.0,MovingAverageSimple,261,100.832036474,CrossOver,261,0.0,Broker,261,9806.105866445001,9806.105866445001,BuySell,261,,,Trades - Net Profit/Loss,261,,
262,,262,2021-01-28 00:00:00,100.33705409,100.44017542,99.09959813,99.61520478,52360924.0,,506059207.02,SmaCross,262,737818.0,MovingAverageSimple,262,100.19268422799999,CrossOver,262,0.0,Broker,262,9806.105866445001,9806.105866445001,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,,263,2021-01-29 00:00:00,99.92456877,104.46190729,99.51208345,102.70884468,115257482.0,,1142597658.73,SmaCross,263,737819.0,MovingAverageSimple,263,100.54329675,CrossOver,263,1.0,Broker,263,9806.105866445001,9806.105866445001,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,,264,2021-02-01 00:00:00,102.50260202,108.07115384,102.0901167,107.65866852,181883788.0,,1867280982.5,SmaCross,264,737822.0,MovingAverageSimple,264,102.028243902,CrossOver,264,0.0,Broker,264,9806.105866445001,9806.105866445001,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,,265,2021-02-02 00:00:00,106.73057655,107.96803251,104.66814995,105.38999926,131403970.0,,1349638624.63,SmaCross,265,737823.0,MovingAverageSimple,265,103.141954266,CrossOver,265,0.0,Broker,265,9806.105866445001,9806.105866445001,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,,266,2021-02-03 00:00:00,105.08063527,107.55554719,103.74005798,105.80248458,131150745.0,,1346692050.19,SmaCross,266,737824.0,MovingAverageSimple,266,104.235040364,CrossOver,266,0.0,Broker,266,9806.105866445001,9806.105866445001,BuySell,266,,,Trades - Net Profit/Loss,266,,
267,,267,2021-02-04 00:00:00,105.28687793,107.34930453,104.35878596,106.00872724,92016450.0,,944124557.52,SmaCross,267,737825.0,MovingAverageSimple,267,105.51374485599999,CrossOver,267,0.0,Broker,267,9806.105866445001,9806.105866445001,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,,268,2021-02-05 00:00:00,106.00872724,111.57727906,105.69936325,110.54606576,195506162.0,,2078645790.82,SmaCross,268,737826.0,MovingAverageSimple,268,107.081189072,CrossOver,268,0.0,Broker,268,9806.105866445001,9806.105866445001,BuySell,268,,,Trades - Net Profit/Loss,268,,
269,,269,2021-02-08 00:00:00,110.44294443,111.47415773,108.38051783,110.54606576,137089506.0,,1467791360.06,SmaCross,269,737829.0,MovingAverageSimple,269,107.65866851999999,CrossOver,269,0.0,Broker,269,9806.105866445001,9806.105866445001,BuySell,269,,,Trades - Net Profit/Loss,269,,
270,,270,2021-02-09 00:00:00,110.3398231,110.75230842,108.68988182,110.13358044,99871998.0,,1061301526.78,SmaCross,270,737830.0,MovingAverageSimple,270,108.60738475600002,CrossOver,270,0.0,Broker,270,9806.105866445001,9806.105866445001,BuySell,270,,,Trades - Net Profit/Loss,270,,
271,,271,2021-02-10 00:00:00,110.03045911,111.88664305,108.89612448,110.23670177,105092241.0,,1123961356.48,SmaCross,271,737831.0,MovingAverageSimple,271,109.49422819399999,CrossOver,271,0.0,Broker,271,9806.105866445001,9806.105866445001,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,,272,2021-02-18 00:00:00,111.3710364,113.63970566,110.75230842,111.68040039,143397923.0,,1558504810.59,SmaCross,272,737839.0,MovingAverageSimple,272,110.628562824,CrossOver,272,0.0,Broker,272,9806.105866445001,9806.105866445001,BuySell,272,,,Trades - Net Profit/Loss,272,,
273,,273,2021-02-19 00:00:00,111.68040039,114.67091896,111.06167241,113.12409901,122926300.0,,1351290390.64,SmaCross,273,737840.0,MovingAverageSimple,273,111.144169474,CrossOver,273,0.0,Broker,273,9806.105866445001,9806.105866445001,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,,274,2021-02-22 00:00:00,112.60849236,112.91785635,110.3398231,110.44294443,127379414.0,,1373533381.79,SmaCross,274,737843.0,MovingAverageSimple,274,111.123545208,CrossOver,274,-1.0,Broker,274,9806.105866445001,9806.105866445001,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,,275,2021-02-23 00:00:00,110.44294443,113.33034167,110.44294443,111.16479374,93327786.0,,1010901315.55,SmaCross,275,737844.0,MovingAverageSimple,275,111.329787868,CrossOver,275,0.0,Broker,275,9806.105866445001,9806.105866445001,BuySell,275,,,Trades - Net Profit/Loss,275,,
276,,276,2021-02-24 00:00:00,111.47415773,112.29912837,108.79300315,109.3086098,97783999.0,,1047470278.68,SmaCross,276,737845.0,MovingAverageSimple,276,111.144169474,CrossOver,276,0.0,Broker,276,9806.105866445001,9806.105866445001,BuySell,276,,,Trades - Net Profit/Loss,276,,
277,,277,2021-02-25 00:00:00,109.92733778,111.88664305,109.3086098,111.3710364,89855495.0,,964732754.71,SmaCross,277,737846.0,MovingAverageSimple,277,111.08229667599998,CrossOver,277,1.0,Broker,277,9806.105866445001,9806.105866445001,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,,278,2021-02-26 00:00:00,110.54606576,111.57727906,108.68988182,108.68988182,85386093.0,,909298104.76,SmaCross,278,737847.0,MovingAverageSimple,278,110.195453238,CrossOver,278,-1.0,Broker,278,9806.105866445001,9806.105866445001,BuySell,278,,,Trades - Net Profit/Loss,278,,
279,,279,2021-03-01 00:00:00,109.20548847,109.72109512,108.2773965,109.10236714,54746126.0,,578491496.41,SmaCross,279,737850.0,MovingAverageSimple,279,109.92733777999999,CrossOver,279,0.0,Broker,279,9806.105866445001,9806.105866445001,BuySell,279,,,Trades - Net Profit/Loss,279,,
280,,280,2021-03-02 00:00:00,109.41173113,110.3398231,106.83369788,107.96803251,74763149.0,,786616693.31,SmaCross,280,737851.0,MovingAverageSimple,280,109.287985534,CrossOver,280,0.0,Broker,280,9806.105866445001,9806.105866445001,BuySell,280,,,Trades - Net Profit/Loss,280,,
